pmid,title,year,journal,publication_type,authors,doi,pmcid,url,abstract,fetched_at
40908642,Organ-level gene-regulatory networks inferred from transcriptomic data reveal context-specific regulation and highlight novel regulators of ripening and ABA-mediated responses in tomato.,2025,Plant communications,Journal Article,Fernández JD; Navarro-Payá D; Santiago A,10.1016/j.xplc.2025.101499,PMC12785168,https://www.ncbi.nlm.nih.gov/pubmed/40908642,"Tomato (Solanum lycopersicum) is a globally important crop, yet the gene-regulatory networks (GRNs) that control its gene expression remain poorly understood. In this study, we constructed GRNs for roots, leaves, flowers, fruits, and seeds by inferring transcription factor (TF)-target interactions from over 10 000 RNA-sequencing libraries using the GENIE3 algorithm. We refined these networks using gene co-expression data and computational predictions of TF binding sites. Our networks confirmed key regulators in important processes, including TOMATO AGAMOUS LIKE 1 and RIPENING INHIBITOR in fruit ripening, and SlABF2, SlABF3, and SlABF5 in abscisic acid (ABA) response in leaves. In addition, we identified novel candidate regulators, including AUXIN RESPONSE FACTOR 2A and ETHYLENE RESPONSE FACTOR E2 in fruit ripening and G-BOX BINDING FACTOR 3 (SlGBF3) in ABA-related and drought pathways. To further validate the GRNs, we performed DNA affinity purification sequencing for SlGBF3 and confirmed the accuracy of our GRN predictions. This study provides a valuable resource for dissecting transcriptional regulation in tomato, with potential applications in crop improvement. The GRNs are publicly accessible through a user-friendly web platform at https://plantaeviz.tomsbiolab.com/tomviz.",2026-02-13T16:01:20.870971
33850643,Transcriptome-wide and expression analysis of the NAC gene family in pepino (,2021,PeerJ,Journal Article,Yang S; Zhu H; Huang L,10.7717/peerj.10966,PMC8015785,https://www.ncbi.nlm.nih.gov/pubmed/33850643,"Solanum muricatum (Pepino) is an increasingly popular solanaceous crop and is tolerant of drought conditions. In this study, 71 NAC transcription factor family genes of S. muricatum were selected to provide a theoretical basis for subsequent in-depth study of their regulatory roles in the response to biological and abiotic stresses, and were subjected to whole-genome analysis. The NAC sequences obtained by transcriptome sequencing were subjected to bioinformatics prediction and analysis. Three concentration gradient drought stresses were applied to the plants, and the target gene sequences were analyzed by qPCR to determine their expression under drought stress. The results showed that the S. muricatum NAC family contains 71 genes, 47 of which have conserved domains. The protein sequence length, molecular weight, hydrophilicity, aliphatic index and isoelectric point of these transcription factors were predicted and analyzed. Phylogenetic analysis showed that the S. muricatum NAC gene family is divided into seven subfamilies. Some NAC genes of S. muricatum are closely related to the NAC genes of Solanaceae crops such as tomato, pepper and potato. The seedlings of S. muricatum were grown under different gradients of drought stress conditions and qPCR was used to analyze the NAC expression in roots, stems, leaves and flowers. The results showed that 13 genes did not respond to drought stress while 58 NAC genes of S. muricatum that responded to drought stress had obvious tissue expression specificity. The overall expression levels in the root were found to be high. The number of genes at extremely significant expression levels was very large, with significant polarization. Seven NAC genes with significant responses were selected to analyze their expression trend in the different drought stress gradients. It was found that genes with the same expression trend also had the same or part of the same conserved domain. Seven SmNACs that may play an important role in drought stress were selected for NAC amino acid sequence alignment of Solanaceae crops. Four had strong similarity to other Solanaceae NAC amino acid sequences, and SmNAC has high homology with the Solanum pennellii. The NAC transcription factor family genes of S. muricatum showed strong structural conservation. Under drought stress, the expression of NAC transcription factor family genes of S. muricatum changed significantly, which actively responded to and participated in the regulation process of drought stress, thereby laying foundations for subsequent in-depth research of the specific functions of NAC transcription factor family genes of S. muricatum.",2026-02-13T16:01:21.519582
41083238,"Penicillium rubens, a root fungal endophyte, increase stress tolerance and productivity in crops under drought stress.",2025,Fungal biology,Journal Article,Atala C; Acuña-Rodríguez IS; Reyes SA,10.1016/j.funbio.2025.101659,NA,https://www.ncbi.nlm.nih.gov/pubmed/41083238,"Mutualistic interactions with fungal endophytes are a promising strategy for enhancing plant stress tolerance and productivity. This study evaluated the impact of fungal endophytes on drought tolerance and productivity in lettuce (Lactuca sativa) and tomato (Solanum lycopersicum). Seedlings were grown under semi-controlled conditions with endophyte-treated (E+, inoculated with Penicillium rubens) and axenic (E-) plants subjected to three irrigation regimes. Productivity was measured as shoot biomass (lettuce) and fruit production (tomato). Drought tolerance was assessed via proline content, NHX1 gene expression, and root biomass, summarized by an integrated tolerance index. Inoculated lettuce showed higher tolerance, productivity, and root biomass, with no trade-off between these traits. Inoculated tomatoes exhibited higher yields under both no-stress and severe-stress conditions, with overcompensation under high stress. The integrated tolerance index highlighted enhanced productivity and tolerance in inoculated plants, demonstrating fungal endophytes as a sustainable strategy to mitigate drought stress and maintain crop yields.",2026-02-13T16:01:22.119071
39522457,"Unlocking the role of novel primary/di-amine oxidases in crop improvement: Tissue specificity leads to specific roles connected to abiotic stress, hormone responses and sensing nitrogen.",2024,Journal of plant physiology,Journal Article,Upadhyay RK; Shao J; Maul JE,10.1016/j.jplph.2024.154374,NA,https://www.ncbi.nlm.nih.gov/pubmed/39522457,"Genetic improvements of solanaceous crops for quality and stress responsive traits are needed because of the central role vegetables and fruits have in providing nutrients to human diets. Copper amine oxidase (CuAO) encoding genes involved in metabolism of primary/di-amine nitrogenous compounds, play a role in balancing internal nitrogen (N) pools especially when external N supply fluctuates during growth, development and environmental stresses. In the present study, we investigated the occurrence, molecular evolution and possible role(s) of these unknown genes in tomato crops. Multiple genome-wide bioinformatics approaches led to the identification of eight bona fide CuAO genes (SlCuAO1-SlCuAO8) in the tomato genome with gene numbers like those in Arabidopsis and rice indicating their conserved functional relevance with a tandemly duplicated SlCuAO6-SlCuAO7 pair at chr.9. A conserved intron-exon size and phase distribution for SlCuAO2, 3, 4 pairs are similar to a recently identified single duckweed SpCuAO1 orthologue gene indicating its evolutionary conservation. Synteny analysis showed their closest association to Arabidopsis and but not with rice. Transcriptome data indicated that gene expression for about six genes (SlCuAO1, 2, 3, 4, 6, 7) is root specific, fruit specific for SlCuAO5 and flower specific for SlCuAO8 thus indicating amine oxidation is variable across tissues with a prominance in the root tissue. The majority of CuAO genes are negatively regulated by methyl jasmonate. Positive regulation, however, involves CuAO3/8. Transcript analysis of the ethylene-deficient transgenic lines indicated that ethylene is required for activation of SlCuAO4. CuAO4 and CuAO5 exhibited most significant tissues-independent gene expression responses across various nitrogen regimes. Drought, heat and N stress identified CuAO5 as an overlapping highly expressed gene that corroborates with putrescine accumulation for free and conjugated forms with an opposite abundance of bound forms. Taken together our study highlights new insights into the roles of copper amine oxidation genes and identifies CuAO5 as a multiple stress induced gene that can be used in genetic improvement programs for combining heat, drought and nitrogen use efficiency related traits.",2026-02-13T16:01:22.717465
40410655,Moringa (Moringa oleifera) green-synthesized copper oxide nanoparticles for the drought tolerance of tomato (Solanum lycopersicum).,2025,BMC plant biology,Journal Article,El-Tanbouly R; Gaber MA; Omran S,10.1186/s12870-025-06708-2,PMC12100965,https://www.ncbi.nlm.nih.gov/pubmed/40410655,"The increasing impacts of climate change, global warming, and water scarcity are intensifying drought risk and compromising global food security. To mitigate these challenges, green-synthesized nanoparticles (NPs) derived from plant extracts have recently emerged as an innovative tool for enhancing crop resilience to abiotic stresses such as drought. Moringa enables eco-friendly nanoparticle production with diverse uses. Although Moringa enhances plant traits and its NPs have antimicrobial properties, limited research exists on their ability to improve plant tolerance to abiotic stress. Here, we investigated the potential of copper oxide (CuO) nanoparticles synthesized from Moringa plant extracts to alleviate drought stress in tomato plants (Solanum lycopersicum). The Moringa-based CuO NPs were characterized via UV‒Vis spectrophotometry, Zeta potential, FTIR, SEM, and TEM. Foliar applications of the NPs at various concentrations (3, 6, and 9 mg/L) were tested on tomato seedlings under normal and drought-induced conditions (10% PEG), alongside two controls: non-stressed control (water treatment) and drought stress control (PEG treatment). Physiological assessments showed that 6 mg/L Moringa-based CuO NPs were most effective under drought stress, significantly reducing leaf yellowing and increasing shoot length by 11%, root length by 21%, total dry biomass by 34% increase, and total chlorophyll content by 32% increase at (p < 0.05) compared to the drought stress control. Furthermore, at the molecular level, gene expression analysis revealed the upregulation of PAL, CHS, and HQT, which are genes critical to the stress response and secondary metabolism in tomato plants. Notably, the combination of CuO NPs with PEG amplified gene expression, indicating a synergistic effect on improving drought tolerance. These findings highlight the potential of the use of Moringa-synthesized CuO nanoparticles as a sustainable, eco-friendly strategy to mitigate drought stress in economic crops such as tomatoes. This new green approach offers a promising solution for bolstering food security in the face of climate change and water scarcity challenges.",2026-02-13T16:01:23.386366
1377960,Molecular details of tomato extensin and glycine-rich protein gene expression.,1992,Plant molecular biology,"Journal Article; Research Support, Non-U.S. Gov't",Showalter AM; Butt AD; Kim S,NA,NA,https://www.ncbi.nlm.nih.gov/pubmed/1377960,"In a recent publication (Plant Molecular Biology 16: 547-565 (1991)), Showalter et al. described the isolation and initial characterization of fifteen extensin and extensin-like tomato cDNAs. These cDNAs were determined to fall into five distinct classes; class I and II clones encoded extensins, class III and V clones encoded glycine-rich proteins (GRPs), and class IV clones encoded a portion of a GRP sequence on one DNA strand and a portion of an extensin sequence on the other DNA strand. In this publication, a more detailed analysis of the expression of these cDNA classes was performed with respect to wounding in various tomato organs, development, kinetics and systemic extent of the wound response, ethylene treatment, abscisic acid (ABA) treatment, and drought stress by using RNA gel blot hybridizations. In general, extensin gene expression was readily detected in stems and roots, but not in leaves. With both class I and II extensin cDNA probes, wound-induced accumulation of mRNA in stems was first detected between 4 and 8 h after wounding with maximal accumulation occurring after 12 h. Moreover, these extensin wound responses were detected locally at the wound site but not systemically. Expression of the class III GRP was largely limited to wounded stem tissue. Initial detection and maximal accumulation of the class III GRP mRNA was similar to the extensins mRNAs; however, this GRP wound response occurred both locally and systemically. Additionally, abscisic acid treatment and drought stress resulted in the marked accumulation of the class III GRP mRNA in tomato stems, but did not alter the expression of the other cDNA classes. In contrast, expression of the class V GRP occurred in stems and roots and to a lesser extent in leaves and decreased in response to wounding over a 24 h time period. The class V GRP wound response was further characterized by an early, transient accumulation of mRNA occurring 2-4 h after wounding in stems and by its local nature.",2026-02-13T16:01:24.182560
23757363,Isolation and characterization of dehydration-responsive element-binding factor 2C (MsDREB2C) from Malus sieversii Roem.,2013,Plant & cell physiology,"Journal Article; Research Support, Non-U.S. Gov't",Zhao K; Shen X; Yuan H,10.1093/pcp/pct087,NA,https://www.ncbi.nlm.nih.gov/pubmed/23757363,"DREB2 (dehydration-responsive element-binding factor 2)-type transcription factors play a critical role in the stress-related regulation network in plants. In this study, we isolated and characterized a DREB2 homolog from Malus sieversii Roem., designated MsDREB2C (GenBank accession No. JQ790526). MsDREB2C localized to the nucleus and transactivated reporter genes in yeast strain YGR-2. Quantitative real-time PCR analysis demonstrated that MsDREB2C was constitutively expressed and significantly induced by drought, salt, cold, heat and ABA. Transgenic Arabidopsis plants overexpressing MsDREB2C exhibited increased root and leaf growth and proline levels, and reduced water loss and stomatal aperture. The transcriptional level of genes that function downstream of dehydration-responsive elements was greater in the transgenic Arabidopsis plants than in wild-type plants under control and abiotic stress conditions. Furthermore, constitutive expression of MsDREB2C repressed the expression of pathogenesis-related (PR) genes and the activity of peroxidase in transgenic plants under control and pathogenic conditions. As a result, transgenic plants were more tolerant to drought, heat and cold, but more sensitive to Pst DC3000 (Pseudomonas syringae pv . tomato DC3000) infection than control plants. β-Glucuronidase expression analysis of the MsDREB2C promoter in transgenic tobacco plants showed that MsDREB2C was mainly expressed in the vascular tissues and seeds. Deletion analysis identified the regulatory regions responsible for the plant's response to drought (-831 to -680), ABA (-831 to -680 and -335 to -148), salt (-831 to -335), cold (-1,317 to -831 and -335 to -148) and heat (-335 to -148).",2026-02-13T16:01:24.917810
26241658,"SlDEAD31, a Putative DEAD-Box RNA Helicase Gene, Regulates Salt and Drought Tolerance and Stress-Related Genes in Tomato.",2015,PloS one,"Journal Article; Research Support, Non-U.S. Gov't",Zhu M; Chen G; Dong T,10.1371/journal.pone.0133849,PMC4524616,https://www.ncbi.nlm.nih.gov/pubmed/26241658,"The DEAD-box RNA helicases are involved in almost every aspect of RNA metabolism, associated with diverse cellular functions including plant growth and development, and their importance in response to biotic and abiotic stresses is only beginning to emerge. However, none of DEAD-box genes was well characterized in tomato so far. In this study, we reported on the identification and characterization of two putative DEAD-box RNA helicase genes, SlDEAD30 and SlDEAD31 from tomato, which were classified into stress-related DEAD-box proteins by phylogenetic analysis. Expression analysis indicated that SlDEAD30 was highly expressed in roots and mature leaves, while SlDEAD31 was constantly expressed in various tissues. Furthermore, the expression of both genes was induced mainly in roots under NaCl stress, and SlDEAD31 mRNA was also increased by heat, cold, and dehydration. In stress assays, transgenic tomato plants overexpressing SlDEAD31 exhibited dramatically enhanced salt tolerance and slightly improved drought resistance, which were simultaneously demonstrated by significantly enhanced expression of multiple biotic and abiotic stress-related genes, higher survival rate, relative water content (RWC) and chlorophyll content, and lower water loss rate and malondialdehyde (MDA) production compared to wild-type plants. Collectively, these results provide a preliminary characterization of SlDEAD30 and SlDEAD31 genes in tomato, and suggest that stress-responsive SlDEAD31 is essential for salt and drought tolerance and stress-related gene regulation in plants.",2026-02-13T16:01:25.699995
41351274,Slmsh1-induced heritable enhancement of traits for tomato breeding improvement.,2025,The Plant journal : for cell and molecular biology,Journal Article,Hou H; Li Y; Su N,10.1111/tpj.70607,NA,https://www.ncbi.nlm.nih.gov/pubmed/41351274,"Vegetable grafting is a horticultural technique employed to develop specialized plant varieties by effectively enhancing resistance to both biotic and abiotic stresses, as well as improving fruit quality and yield. However, these advantageous traits are generally non-heritable. The MSH1 gene induced heritable enhancement-through-grafting (HEG) effect on growth vigor, demonstrating promising application potential. In this study, we employed the msh1 mutant tomato as a rootstock to induce heritable superior traits and combined this approach with hybridization techniques to enhance tomato cultivars. Three Slmsh1 mutants were generated using CRISPR/Cas9 which exhibited a dwarf phenotype with whitened spots. By grafting several distinct inbred lines onto Slmsh1, we observed significant HEG, drought stress tolerance, and fruit quality. Under drought conditions, Slmsh1-grafted tomato seedlings exhibited increased biomass and enhanced drought tolerance through the regulation of antioxidant enzyme activities. Differential expression and methylation analyses of the graft progeny revealed that these heritable enhanced traits (HETs) are likely attributable to epigenetic modifications in the expression of ROS-scavenging- and hormone-related genes. Furthermore, to explore practical applications, we crossed inbred lines with HETs and evaluated the growth, yield, and fruit quality of the resulting hybrid combinations. The results indicated that these hybrid combinations improved fruit yield and quality, enhancing the total soluble solids, soluble sugar, and soluble protein content. These findings suggest that Slmsh1-grafted progenies enhanced plant biomass and drought resistance, while their hybrid combinations positively influenced root growth, yield, and fruit quality, providing new insights into the synergistic integration of genome editing and conventional breeding.",2026-02-13T16:01:26.494752
33361767,Transcriptomic and genetic approaches reveal an essential role of the NAC transcription factor SlNAP1 in the growth and defense response of tomato.,2020,Horticulture research,Journal Article,Wang J; Zheng C; Shao X,10.1038/s41438-020-00442-6,PMC7759572,https://www.ncbi.nlm.nih.gov/pubmed/33361767,"With global climate change, plants are frequently being exposed to various stresses, such as pathogen attack, drought, and extreme temperatures. Transcription factors (TFs) play crucial roles in numerous plant biological processes; however, the functions of many tomato (Solanum lycopersicum L.) TFs that regulate plant responses to multiple stresses are largely unknown. Here, using an RNA-seq approach, we identified SlNAP1, a NAC TF-encoding gene, which was strongly induced by various stresses. By generating SlNAP1 transgenic lines and evaluating their responses to biotic and abiotic stresses in tomato, we found that SlNAP1-overexpressing plants showed significantly enhanced defense against two widespread bacterial diseases, leaf speck disease, caused by Pseudomonas syringae pv. tomato (Pst) DC3000, and root-borne bacterial wilt disease, caused by Ralstonia solanacearum. In addition, SlNAP1 overexpression dramatically improved drought tolerance in tomato. Although the SlNAP1-overexpressing plants were shorter than the wild-type plants during the early vegetative stage, eventually, their fruit yield increased by 10.7%. Analysis of different hormone contents revealed a reduced level of physiologically active gibberellins (GAs) and an increased level of salicylic acid (SA) and abscisic acid (ABA) in the SlNAP1-overexpressing plants. Moreover, EMSAs and ChIP-qPCR assays showed that SlNAP1 directly activated the transcription of multiple genes involved in GA deactivation and both SA and ABA biosynthesis. Our findings reveal that SlNAP1 is a positive regulator of the tomato defense response against multiple stresses and thus may be a potential breeding target for improving crop yield and stress resistance.",2026-02-13T16:01:27.168141
20233336,Overexpression of an ERF transcription factor TSRF1 improves rice drought tolerance.,2010,Plant biotechnology journal,"Journal Article; Research Support, Non-U.S. Gov't",Quan R; Hu S; Zhang Z,10.1111/j.1467-7652.2009.00492.x,NA,https://www.ncbi.nlm.nih.gov/pubmed/20233336,"One of the major limitations in rice production is a shortage of water. Conventional breeding as well as emerging genetic engineering methods may be used to improve plant stress tolerance. Some transcription factors regulating stress responsive genes have become important target genes for improving plant drought tolerance. Previously, we have shown that a tomato ethylene response factor (ERF) protein TSRF1 that binds to GCC box in the promoters of pathogenesis-related genes positively regulates pathogen resistance in tomato and tobacco, but negatively regulates osmotic response in tobacco. Here, we further report the ability of TSRF1 to regulate osmotic and drought responses in monocot rice. TSRF1 improves the osmotic and drought tolerance of rice seedlings without growth retardation, as determined by physiological analyses of root and leaf growth, leaf water loss and survival rate under stress. In addition, the amounts of proline and soluble sugars in transgenic rice lines increase by 30%-60% compared to those in wild-type plants. Moreover, TSRF1 activates the expression of a putative rice abscisic acid (ABA) synthesis gene SDR, resulting in enhanced ABA sensitivity in transgenic rice. TSRF1 also increases the expression of MYB, MYC and proline synthesis and photosynthesis-related genes, probably by binding to dehydration responsive element and GCC boxes in promoters of the target genes. These results demonstrate that TSRF1 enhances the osmotic and drought tolerance of rice by modulating the increase in stress responsive gene expression.",2026-02-13T16:01:27.770325
25215313,Ethylene response factor Sl-ERF.B.3 is responsive to abiotic stresses and mediates salt and cold stress response regulation in tomato.,2014,TheScientificWorldJournal,Journal Article,Klay I; Pirrello J; Riahi L,10.1155/2014/167681,PMC4142182,https://www.ncbi.nlm.nih.gov/pubmed/25215313,"Sl-ERF.B.3 (Solanum lycopersicum ethylene response factor B.3) gene encodes for a tomato transcription factor of the ERF (ethylene responsive factor) family. Our results of real-time RT-PCR showed that Sl-ERF.B.3 is an abiotic stress responsive gene, which is induced by cold, heat, and flooding, but downregulated by salinity and drought. To get more insight into the role of Sl-ERF.B.3 in plant response to separate salinity and cold, a comparative study between wild type and two Sl-ERF.B.3 antisense transgenic tomato lines was achieved. Compared with wild type, Sl-ERF.B.3 antisense transgenic plants exhibited a salt stress dependent growth inhibition. This inhibition was significantly enhanced in shoots but reduced in roots, leading to an increased root to shoot ratio. Furthermore, the cold stress essay clearly revealed that introducing antisense Sl-ERF.B.3 in transgenic tomato plants reduces their cell injury and enhances their tolerance against 14 d of cold stress. All these results suggest that Sl-ERF.B.3 gene is involved in plant response to abiotic stresses and may play a role in the layout of stress symptoms under cold stress and in growth regulation under salinity.",2026-02-13T16:01:28.444339
25576005,"Overexpression of ShDHN, a dehydrin gene from Solanum habrochaites enhances tolerance to multiple abiotic stresses in tomato.",2015,Plant science : an international journal of experimental plant biology,"Journal Article; Research Support, Non-U.S. Gov't",Liu H; Yu C; Li H,10.1016/j.plantsci.2014.12.006,NA,https://www.ncbi.nlm.nih.gov/pubmed/25576005,"Dehydrins (DHNs) play important roles in plant adaptation to abiotic stress. In this study, a cold-induced SK3-type DHN gene (ShDHN) isolated from wild tomato species Solanum habrochaites was characterized for its function in abiotic stress tolerance. ShDHN was constitutively expressed in root, leaf, stem, flower and fruit. ShDHN was continuously up-regulated during cold stress and showed higher expression level in the cold-tolerant S. habrochaites than in the susceptible S. lycopersicum. Moreover, ShDHN expression was also regulated by drought, salt, osmotic stress, and exogenous signaling molecules. Overexpression of ShDHN in cultivated tomato increased tolerance to cold and drought stresses and improved seedling growth under salt and osmotic stresses. Compared with the wild-type, the transgenic plants accumulated more proline, maintained higher enzymatic activities of superoxide dismutase and catalase, and suffered less membrane damage under cold and drought stresses. Moreover, the transgenic plants accumulated lower levels of H2O2 and O2(-) under cold stress, and had higher relative water contents and lower water loss rates under dehydration conditions. Furthermore, overexpression of ShDHN in tomato led to the up- or down-regulated expression of several genes involved in ROS scavenging and JA signaling pathway, including SOD1, GST, POD, LOX, PR1 and PR2. Taken together, these results indicate that ShDHN has pleiotropic effects on improving plant adaptation to abiotic stresses and that it possesses potential usefulness in genetic improvement of stress tolerance in tomato.",2026-02-13T16:01:29.043787
16668529,Nucleotide sequence and spatial expression pattern of a drought- and abscisic Acid-induced gene of tomato.,1991,Plant physiology,Journal Article,Plant AL; Cohen A; Moses MS,NA,PMC1081102,https://www.ncbi.nlm.nih.gov/pubmed/16668529,"The nucleotide sequence of le16, a tomato (Lycopersicon esculentum Mill.) gene induced by drought stress and regulated by abscisic acid specifically in aerial vegetative tissue, is presented. The single open reading frame contained within the gene has the capacity to encode a polypeptide of 12.7 kilodaltons and is interrupted by a small intron. The predicted polypeptide is rich in leucine, glycine, and alanine and has an isoelectric point of 8.7. The amino terminus is hydrophobic and characteristic of signal sequences that target polypeptides for export from the cytoplasm. There is homology (47.2% identity) between the amino terminus of the LE 16 polypeptide and the corresponding amino terminal domain of the maize phospholipid transfer protein. le16 was expressed in drought-stressed leaf, petiole, and stem tissue and to a much lower extent in the pericarp of mature green tomato fruit and developing seeds. No expression was detected in the pericarp of red fruit or in drought-stressed roots. Expression of le16 was also induced in leaf tissue by a variety of other abiotic stresses including polyethylene glycol-mediated water deficit, salinity, cold stress, and heat stress. None of these stresses or direct applications of abscisic acid induced the expression of le16 in the roots of the same plants. The unique expression characteristics of this gene indicates that novel regulatory mechanisms, in addition to endogenous abscisic acid, are involved in controlling gene expression.",2026-02-13T16:01:29.662494
40725413,Identification of ,2025,Genes,Journal Article,Jia M; Xie X; Wang Q,10.3390/genes16070757,PMC12294205,https://www.ncbi.nlm.nih.gov/pubmed/40725413,"Casein kinase I-like (CKL) protein is a member of the serine/threonine kinase CKI family and plays a pivotal regulatory role in various eukaryotic cellular processes, including stress responses.",2026-02-13T16:01:30.338100
9426604,"ER5, a tomato cDNA encoding an ethylene-responsive LEA-like protein: characterization and expression in response to drought, ABA and wounding.",1997,Plant molecular biology,"Journal Article; Research Support, Non-U.S. Gov't",Zegzouti H; Jones B; Marty C,NA,NA,https://www.ncbi.nlm.nih.gov/pubmed/9426604,"We report the isolation by differential display of a novel tomato ethylene-responsive cDNA, designated ER5. RT-PCR analysis of ER5 expression revealed an early (15 min) and transient induction by ethylene in tomato fruit, leaves and roots. ER5 mRNA accumulated during 2 h of ethylene treatment and thereafter underwent a dramatic decline leading to undetectable expression after 5 h of treatment. The full-length cDNA clone of 748 bp was obtained and DNA sequence analysis showed strong homologies to members of the atypical hydrophobic group of the LEA protein family. The predicted amino acid sequence shows 67%, 64%, 64%, and 61% sequence identity with the tomato Lemmi9, soybean D95-4, cotton Lea14-A, and resurrection plant pcC27-45 gene products, respectively. As with the other members of this group, ER5 encodes a predominantly hydrophobic protein. Prolonged drought stress stimulates ER5 expression in leaves and roots, while ABA induction of this ethylene-responsive clone is confined to the leaves. The use of 1-MCP, an inhibitor of ethylene action, indicates that the drought induction of ER5 is ethylene-mediated in tomato roots. Finally, wounding stimulates ER5 mRNA accumulation in leaves and roots. Among the Lea gene family this novel clone is the first to display an ethylene-regulated expression.",2026-02-13T16:01:30.941082
38530289,Carbohydrate distribution via SWEET17 is critical for Arabidopsis inflorescence branching under drought.,2024,Journal of experimental botany,Journal Article,Valifard M; Khan A; Berg J,10.1093/jxb/erae135,NA,https://www.ncbi.nlm.nih.gov/pubmed/38530289,"Sugars Will Eventually be Exported Transporters (SWEETs) are the most recently discovered family of plant sugar transporters. By acting as uniporters, SWEETs facilitate the diffusion of sugars across cell membranes and play an important role in various physiological processes such as abiotic stress adaptation. AtSWEET17, a vacuolar fructose facilitator, was shown to be involved in the modulation of the root system during drought. In addition, previous studies have shown that overexpression of an apple homolog leads to increased drought tolerance in tomato plants. Therefore, SWEET17 might be a molecular element involved in plant responses to drought. However, the role and function of SWEET17 in above-ground tissues of Arabidopsis under drought stress remain elusive. By combining gene expression analysis and stem architecture with the sugar profiles of different above-ground tissues, we uncovered a putative role for SWEET17 in carbohydrate supply and thus cauline branch elongation, especially during periods of carbon limitation, as occurs under drought stress. Thus, SWEET17 seems to be involved in maintaining efficient plant reproduction under drought stress conditions.",2026-02-13T16:01:31.543550
41144527,Comprehensive analysis of proline metabolizing genes reveals their functional diversification and abiotic stress response in Solanum lycopersicum.,2025,PloS one,Journal Article,Rabbi MA; Hossain MM; Shuvo MRK,10.1371/journal.pone.0335608,PMC12558507,https://www.ncbi.nlm.nih.gov/pubmed/41144527,"Proline plays a crucial role in plant stress responses. Proline metabolizing genes (PMGs) are a group of enzymes involved in its catabolism in mitochondria and the biosynthesis in the chloroplast and cytoplasm. A total of 21 PMGs were identified in Solanum lycopersicum. Among them, 2 gene pairs were identified as tandemly duplicated, and 6 gene pairs were segmentally duplicated. Phylogenetic analysis revealed distinct gene clusters, suggesting functional diversification. Gene structure analysis provided insights into the arrangement of coding and non-coding regions, while domain analysis highlighted conserved sequences for functional predictions and evolutionary conservation. Microarray expression data of the identified genes revealed that SlOAT8 exhibited maximum expression in different anatomical tissues, particularly in ovules, and SlOAT9 showed maximum response at developmental stages associated with shoot growth. Under stress conditions, SlOAT8 and SlP5CS1 were upregulated in exposure to drought stress but downregulated in response to heat and salt stress. Meanwhile, SlOAT4 was strongly expressed only in roots during salt stress. The qRT-PCR analysis demonstrated significant upregulation of SlOAT8, SlP5CDH2, and SlP5CR alongside a significant downregulation of SlP5CS1 under abiotic stress conditions. Furthermore, biochemical assay indicates the accumulation of proline and H2O2 under stressed conditions. These findings provide an extensive study on the PMGs, which will help in the development of a stress-resilient tomato plant in further.",2026-02-13T16:01:32.270596
27888675,The antimicrobial peptide snakin-2 is upregulated in the defense response of tomatoes (Solanum lycopersicum) as part of the jasmonate-dependent signaling pathway.,2017,Journal of plant physiology,Journal Article,Herbel V; Sieber-Frank J; Wink M,10.1016/j.jplph.2016.10.006,NA,https://www.ncbi.nlm.nih.gov/pubmed/27888675,"Antimicrobial peptides (AMPs) are produced by all living organisms and play an important role in innate immunity because they are readily available and non-specific against invading pathogenic microorganisms. Snakin-2 (SN2) from tomato is a short, cationic peptide that forms lethal pores in biomembranes of microbes. In plant cells, SN2 is produced as a prepeptide with a signal sequence for ER targeting and an acidic region to decrease toxicity in the producing organism. Gene expression analysis by qRT-PCR in tomato plants demonstrated that SN2 is constitutively expressed, mostly in leaves and flowers. After fungal infection, wounding, or external application of phytohormones (such as methyl jasmonate, MeJa) operating in the JA-dependent defense response, a systemic reaction with an elevated expression of the SN2 gene is triggered in all parts of tomato plants. Abiotic stress factors like extreme temperatures or dehydration do not affect SN2 expression. Upon wounding, the expression of SN2 and LoxD are strongly enhanced in tomato fruits. Furthermore, we provide evidence that the protein level of bioactive SN2 is also increased upon application of methyl jasmonate in tomato seedlings.",2026-02-13T16:01:32.872809
